Sentence,Label
说有充电宝送没有,1
看会网页都发烫厉害，?,0
外形外观：时尚 屏幕音效：震撼 拍照效果：超级好 运行速度：流畅 待机时间：够用 其他特色：都不错，支持国产 在京东购物真的很方便，手机是买给老公的，上午下的单，下午就派件了，老公也很喜欢这款手机。拿到手上很高兴！我自己试了一下拍照功能，很满意，是我要的效果。以后出去玩就用它了！,2
音质音效：不太好,0
非常好用，很流畅，像素很高，分辨率很高，流畅度很高。 外形外观：外观超级喜欢，镜面的感觉，手机很薄很轻 屏幕音效：音效音质很好 拍照效果：4800万就是不一样，放大也清晰 运行速度：很流畅，玩游戏非常顺畅 待机时间：电池很耐用，一天用下来没问题 总之是一款性价比很高的手机，强烈推荐,2
外形外观：还行 拍照效果：一般 运行速度：有时会卡 待机时间：不错,1
没有原厂手机壳，没有屏保膜,0
包装打开过。音质差,0
很久以前就想买一个无线耳机了，但是苹果原装的耳机太贵，所以一直有些犹豫，迟迟没有下手。直到发现了这款耳机外形和苹果的极其相似，就抱着试一试的态度买回来体验一下。耳机很不错，很好用，漫步者的品牌也是很好。无论从外形上还是音质效果上，都跟苹果原装的耳机差不多。价格却少了很多，感觉性价比比苹果的要高。耳机使用起来非常方便，有了蓝牙耳机再也不用受有线耳机的束缚了。而且这款耳机的续航也很不错，一般充一次电能够使用好几天，感觉挺好的，功能也很强大，打开充电盒，取出耳机，就自动连接到手机，省去了手动连接的烦恼，真的是很方便很好用，音质也是棒棒的，非常满意。一如既往的支持京东！！！,2
接收信号不好,0
给妈妈买的   老人用的还可以   还行吧,1
做工质感：做工很精细，很有质感 一摸就很有感觉， 音质音效：音质好 重低音无缝切换 沉浸在自己的世界里无法自拔  舒适度：戴着很舒服 耳朵一点不舒服都没有 特别棒 非常符合耳朵 贴合耳朵设计  而且还送了一个耳机盒 耳机盒都很有质感 不会压坏,2
包装很精致，耳机也很惊艳，外表做精致 打游戏的效果特别好，脚步声清晰，没有电流声杂音，使用起来就很棒 耳塞设计得很小巧，塞耳朵里没有一点不适感 价格也得合理，东西也确实不错,2
外形外观：好看 拍照效果：好看 待机时间：待机时间挺短的，半天时间。真假不知道。,1
我用的7pro，推荐给我妈8pro，自从我的手机从宿舍上铺正面摔下还一点事都没有后，就粉上了小米，简直是这个价位的王者好吗。拍照不错，机子也好看，速充，续航长，不容易卡，千元机已经很不错了 这个颜色也很好看，在这里我要夸一夸送的手机壳，四角边缘的设计让手机壳不容易脱落，而且充电插口那里有个可以开合上的小地方，充完电就可以把它合上，这样就不会进灰尘或者被什么东西戳到，细节也做得很好呢。,2
电脑包装没有破损，外观很酷实物比图片好看，拉丝纹设计，手感很好，屏幕看着舒服，鲁大师跑分四十四万。运行没有卡等。京东服务很好，售前售后都及时回应，非常感谢！一直在京东买东西，目前已经消费四万多，这已经是在京东上买的第二个电脑，第一台已经用六年。没有任何问题。我买这台大屏幕高配是用来学习设计的。绘图用的。挑选很久选择惠普的，这配置性价比很满意。,2
品控不行，机子其实还不错,1
有杂音！！而且声音小，说话有电流,0
手机原装耳机坏掉了，想买一个性价比合适的，看来看去，这款耳机还是不错的，外观设计新颖，性价比超高，到货了，试了一下，音效还是不错的，还赠送耳机收纳袋，很不错，耳机头掂量了几下，还是有点分量的，慢慢体验吧，希望不会让我失望,2
做工质感：白色很唯美，好看； 续航能力：这点绝对强，比其它仿苹果的强多 音质音效：音质杠杠的，本来就是做音响的强项 舒适度：这个必须点赞，个人很讨厌入耳式，这个就舒服了，方便。,2
这款老年手机很适合老年人用，基础音量大小合适，按钮大小也合适，显示屏比较大看起字清晰，操作也非常简单易学，而且手机整体看起来很美观，携带起来非常方便，待机时间也很长，完全能够满足老年人使用手机的需求.,2
低音可以,1
手机贴的膜右上角都翘起来的，而且里面送了个卡片，我三十号才收到手机，卡上28号就已经到期了，而且这个屏幕有时候按了没反应,1
包装真简陋，质量感觉还好吧，这个价钱的，差不多吧,1
第一，实物和宣传图片不符。第二，讲有1T，事实只有930。后期使用再跟进,1
一个头是好的，一个头是坏的。,0
，还是比较流畅，手感也很好，握在手上磨砂质感。大小合适。几百块，用来做备用机也很划算。高通骁龙439的芯片，4000毫安超大电量，基本上一两天续航是没有任何问题。5.45的屏幕，还不错！这个手机非常好，全新全封，发货速度快，客服服务热情，对于年轻人的备用机和中老年用，非常值得推荐，电池容量4000毫安，非常棒，待机6、7天没问题，而且小米系统优化好，启动速度快，装软件很多也不卡，像素也非常高，非常清晰，我是作为备用机来买的，用了几天了，一点都不卡，待机时间很长，压根不用考虑电池的问题,2
外形外观：颜色漂亮，闪闪发光的。有一点渐变，大小着刚刚好，满屏设计没有多余边角。 屏幕音效：声音清脆，循环萦绕的旋律。 拍照效果：拍照美美的，多种形式选择。 运行速度：运行是蛮快的，不愧是5G，传输运行都不错。 待机时间：新机待机不错，新机器还要再多用用看看后续。 其他特色：充好电很快，随时随地充了就用。,2
我只想知道为什么老是断开信号？,0
外形外观：很好，握着很舒服，看着超帅气 屏幕音效：三星屏，看着很舒服，比荣耀30p看着舒服很多，双喇叭听着很震撼 拍照效果：一亿不是吹的，拍的真的超清晰，可以放大看各种细节 运行速度：8＋256，日常完全没问题，用几年是扛得住的 待机时间：挺好，不玩游戏，所以没有关注 升级了M12系统，很好看，可是左上角挖空哪里的图标怎么消除啊，找半天没找到，之前好像不是这样的，等会再找找！总之很好，下部换机还是小米，只希望重量能减轻，mi10确实重了点,2
游戏效果：fps低的一批！玩游戏不建议买,1
增卡交了钱，刚开始不能接打电话，后来干脆没信号,0
安的盗版操作系统，买之前考虑好了。IE被2345劫持了，烦不胜烦，因为工作需要又必须用IE，唉！！！系统偶尔会莫名卡顿，便宜没好货，凑合用吧！,0
运行速度：非常快 屏幕效果：清亮，柔和，漂亮 散热性能：没有什么声音，很静没感到发热 外形外观：漂亮，时尚，大方 轻薄程度：没有沉重的感觉，为华为点赞 其他特色：给我意想不到的神奇感，太好了！,2
体积太大，用久了手太累！拍照效果没有华为好！操作也没有华为方便，后悔入手！,1
外形外观：玻璃质感机身非常的时尚，6.59英寸非常的好，看剧、游戏非常的给力； 屏幕音效：音效挺不错的，生活中足够了； 拍照效果：拍照效果就不敢恭维了，特别是前置摄像头，真的很菜很菜 运行速度：运行速度快，麒麟810的中端处理器，很快了，我的4+64GB非常的溜溜溜,2
色差太大，黑色的耳机过来时。。。。。。。。,0
拍的时候，显示有货且是211送达，结果2天了，还没有送完，还差一个显示器,0
一般般，还不送东西，早知道就不在这家店买了,0
新机器用了没一周就坏了，倒闭算了，还干什么干！,0
上午刚拿到的电脑，也差不多用一天了，很满意，首先这个轻薄程度真的爱了，可以在书包里面背来背去，超级方便，然后屏幕呢感觉不是特别清楚，屏幕一般啦，毕竟这个价位也差不多，然后运行速度蛮快的，散热也还行，这只是刚刚开始用，等用一段时间再来追评,2
耗电快，屏幕反应慢，比广告说的差远了,0
Dell这台电脑配置很不错，用来家用足够足够的了，外观主机箱确实小巧，不占很大地方，显示器也视野很好，首次使用按照提示一步一步操作即可，没有什么太难得，一个人绝对可以搞定，总而言之性价比不错，家用值得推荐。,2
外形外观：外观设计的很大气，颜色也好看 屏幕音效：音量也挺大 拍照效果：拍照效果还行，有待提高 运行速度：运动速度挺流畅 待机时间：待机时间也长 其他特色：大气高端上档次，颜色很柔和很好看，调成老年模式来用，很不错，非常适合老年人用，由于老妈比较喜欢红色，又特地买个红色的手机壳套上，整体不错，性价比高，用个几年没问题，拍了几张照片供亲们参考，拍照技术不好，凑合看吧，非常满意的一次购物,2
拍照效果：老婆不喜欢拍照效果,0
就是一款办公用电脑，小机箱，很难升级配件,1
非常满意的一次购物，眼花缭乱的广告中，选中这一款，性价比很高，机箱小，占地少，开机基本无噪音，安装简便，操作方便，家用很适合！ 机箱外观：体积小。,2
还可以，先用着看看,0
不算好，不过这价位也还算可以了,1
哎,1
外形外观：外形简约时尚，黑色沉稳大气，玻璃机身很好看。机身厚度8.35拿在手里感觉手感很好，重量正合适。 屏幕音效：6.3的屏幕很适合单手操作，边框很窄，屏幕占比也很高。 拍照效果：4800万全场景四摄满足了日常的所需。 运行速度：主流运行内存，玩游戏可以满足。 待机时间：待机时间没得说，4000的大容量电池。 其他特色：小米主要就是性价比高，同样配置的一定会便宜。小米还是挺好的。良心价格品质也有所保证。,2
外形外观：厚重 拍照效果：拍照一般般,1
用了三四天就坏了！！！气愤?,0
外形外观：和我想的一模一样 运行速度：超级快 屏幕音效：很奈斯 待机时间：还没试应该很长 其他特色：手感超级棒 拍照效果：这个不用说了吧，买这个手机就是为了拍照无敌，果然还是国产机优秀。支持华为！,2
包装保护：等三天等到一个这，真好,0
待机还可以，就是听筒声音不是很清楚。,1
其他特色：客服服务差,0
物流满上面显示隔日到。等了好几天。在也不会来买了,0
京东物流真的慢,0
21寸的屏幕大小正合适，屏幕的分辨率很清晰，整体非常大方美观，放在桌子上十分合适，运行速度很快，一直都用的联想的电脑，靠谱！散热很快，机箱不会很热。安装起来也特别方便简洁 说明也特别清晰，售后保障也靠谱，办公室一下买了三台！,2
性价比还行，和其他品牌比线缆很细,1
外形外观：很漂亮，很时尚 屏幕音效：音响效果很好 拍照效果：像素有些低，不过够用了 运行速度：运行速度很快,2
运行速度不错 比普通班的k30要更流畅 白色也很耐看 刚拿到手很惊艳 摄像头稍微差一点 但拍照效果看来区别不大 价格很不错 性价比很高 前置摄像头有点影响打游戏 但是自拍效果很好 还带有超广角 拍照范围很广,2
运行速度：比较快 屏幕效果：稍微有点拖字 散热性能：染色较好， 外形外观：感觉做工不精致,1
手机电池耐用，充电快，就是有时候会卡顿。,1
美观大方，大小合适拍摄效果不错，运行可靠稳定待机时间长充电时间短内存容量够用，价格比高华为真的很好?上一部手机是华为荣耀畅玩5用了四年多，现在还在用就是不支持5g，华为手机质量品质保证是全国和世界各地都认靠的，各种价格各种功能性能基本上都能满足消费者，我是中国人我为华为自豪&hellip;&hellip;,2
不是很满意,1
运行速度慢，卡顿，不能关机,0
运行速度：了一天，运行很快，系统调教不错！还采用转轴设计，散热效果也不错。 外形外观：这个外观太爱了，非常好看！键盘手感一级棒！ 屏幕效果：显示还是不错的，高刷新率，没有瑕疵！设置完成后就看了创造营的妹妹们。 其他特色：鲁大师跑分性能高，32万分！,2
不得不说下京东的速度，昨天下单，今天就收到货了，在来说这款耳机，线很长，不用担心线短容易掉的问题，线外层包裹着一层膜，质量真的没的说，还有另外送了两个耳堵，再也不用担心耳堵丢了。最重要的是这款耳机音效真的很不错，戴着跑步方便，清晰，没有杂音，还可以一键接听。价格也是真的很给力了。赞一个，,2
作为5g过渡机还行,1
一分钱，一分货。只能说对得起这个价格。,1
一般般吧 ，感觉像个笔记本的水平，但你毕竟是台机啊,1
还没用几天耳机就掉了一个,0
戴着耳朵疼。颜色并不是黑色。,0
客服不回话？请问价保有用吗？这降价降的,0
没感觉和上一代有什么区别,0
音效音质：一般 颜色外观：还可以 做工质感：还可以,1
挺好用的就是有时候有杂音,1
首先感谢京东的分期付款，让本就零花钱不多的在校大学生可以换到心仪的新手机！！！??? 外形外观：别的不多说，就这外观，酷炫的幻夜黑，加上超大占比屏幕，就问你顶不顶？它的后背是全黑色，在光下面一打，可以出现七色光，拿在手里，光柱一打，恐怕夜晚的星空也没有你靓吧～再搭配全新的徕卡三摄，清晰的拍照，拍照小白也能拍出大作！！！ 屏幕音效：出厂自带贴膜，这种光滑的触感，比后买的膜丝滑许多～这个膜好久都不用撕下来～丝滑的感觉，爱打游戏的我i了i了！！！??? 全新的音效配置，感觉游戏的紧张刺激，都在这之中～??? 拍照效果：徕卡三摄，Al自动调光，你不爱？反正我爱了，傍晚的太阳，属于可爱的人～??? 运行速度：麒麟810，华为中档芯片，相比于710，它的速度往上翻了一番！再加上方舟编译器的加持，游戏加速GPU  Turbo3.0的扶持，这样的配置，我说千元机的黑马没毛病吧，这样的价格，不够良心吗??? 待机时间：怎么说呢，一晚上联网最多掉十几分电量，4000mA的大电池，搭配22.5W超级快充，这样的优秀，你不爱？反正我爱了(?&deg;з&deg;)-???? 其他特色：屏幕指纹，加上6.3大屏，这样的价格，只要1499，简直再良心不过了！！！！,2
电脑真心不错，关注了很久才下手的。 首先说一下屏幕，高清屏幕，效果杠杠滴，孩子上网课用非常清晰。并且屏幕尺寸也很适合。 键盘有些变化，按着挺舒服的。 系统没啥大的变化、widows系统，用着还可以。 外观是银色的，很喜欢。质量没的说，dell大品牌值得信赖。 买来主要用途是：处理工作文档、孩子上线上课程、每周看电影。 物流没的说，关键时刻还是京东信得过。,2
14寸性价比超高的一款笔记本，网线口，高清口，接口齐全，而且还很轻薄，银色外观，时尚更大气，I5处理器的机器里算是比较性价比的了，办公，上学的同时，偶尔还可以玩一些游戏，全固态硬盘散热更好，运行速度更快，超级喜欢的一款笔记本，入手。,2
普通用来上网还是可以的，看人评论说键盘不好用，还真的是呢，删除键按一下就起不来了，凹下去了，真的是送的不能有太高的期待,1
害我跑两趟取快递，每次取快递四个小时左右，不送货上门,1
??音质很好，双耳戴上后，真的感觉与在世纷扰已隔开，完全沉浸在音乐世界中，感觉超级棒 配对也很方便哦 漫步者 （EDIFIER） LolliPods 真无线蓝牙耳机 半入耳式耳机 音乐耳机  通用苹果华为小米手机 白色,2
伤心 抽到龙腾光电的屏幕 ?伤心&hellip;&hellip;,1
耳机还可以！就是送到了！能告诉一声吗？,1
联系不上客服电话,0
机箱外观：机箱的外观完好，无损坏。赞赞赞。 性能配置：性能和配置就更不用说啦，联想，国货，硬货，高配，做工精良，稳定快速。 散热性能：这款的散热性能还是不错的，挺好的哈。玩游戏也是相当可以的了呢！值得拥有哦。 售后服务：联想的售后那还用说嘛，用心，细心，赞赞赞。 其他特色：还有就是夸夸京东的速度啦！,2
机身小巧漂亮，但是运行有点慢，不知道win10的蓝屏会不会出现。,1
"不好用,笨",0
普普通通一般一般就那样,1
耳机都没有，我买个手机还要自己买耳机？,0
麦克风没声音，懒得寄换了。,0
刚买完就降价了200元，我还是plus会员。这算是杀熟么！,0
售后服务：服务不好，,0
耳机音质一般般,0
先用用看看，再说，总体还行，英雄联盟FPS稳只有150 -160，逆战有时候会自动弹出。先看看,1
音质音效：还行吧 舒适度：不怎么好夹耳朵带长了耳朵不舒服,1
因为不是自己用，所以不做什么评论了,1
之前买了一套发错货了不太愉快，这次还是决定再相信京东一次，所以又重新下单，结果很快就收到货了，机型和显示器我们请专业人士仔细检查的，质量非常不错，小巧精致，已经用了一个星期了，看看都挺好用的没毛病，特地来评价，果然没让我们失望，会继续支持京东。,2
很不错，打个游戏什么的都是小问题的啦，就是回来键盘坏了，客服又给换了一个，非常不错，值得购买，我感觉win10不怎么好用，又自己装了一个win7的，非常好,2
才买回来几天，这几天手机还好，反应比较快,1
最终还是退了，什么也不多说了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,0
外形外观：很轻薄，女生用大小合适，象牙白特别好看，很有气质。 屏幕音效：很舒适，很人性化操作，可以设置护眼主题，护眼模式等。 拍照效果：可以广角，像素高，多种功能都很健全 运行速度：很快，8+128g，不卡，店员也告知选择8G以后手机不会容易卡顿。 待机时间：用了一天到晚上还有68% 其他特色：性价比真的很高，当天中午12点下单，晚上8点就到了，比实体店还实惠，而且是刚出不久的新版。,2
异响声大，售后服务差,0
主机箱有漏电现象，其他还在使用中,0
续航能力：不奈用！后悔了,0
第一次买华为手机，原来一直用三星手机，但三星越来越不厚道了，价格高、还经常卡顿死机。9月20日余承东先生在德国慕尼黑召开发布会时进行了全程观看，感觉发布会场面非常震撼，发布会后第二天果断先进行了订购，这几天一直期待，9月27日新机终于等到了，不愧为旗舰机，手机拿到手之后感觉非常惊艳，外观大气、做工精细，质感一流。手机屏幕分辨率很高，打开手机屏幕后，里面的画面简直有一种呼之欲出的感觉，拍照效果也非常好，系统运行非常流畅。华为真的用心了，不能否认，华为在整个手机市场上真的是越来越有话语权了，支持国产，加油华为！！！,2
机箱外观：机床的外观很小巧，银灰色的金属拉丝面板，感觉大气上档次 性能配置：性能配置是根据价格来的，这款I5的价格性价比比较适中，性能也很不错，win10系统在上面用着非常的流畅 散热性能：它的散热性可以通过噪音来体现出来，目前为止，所用的这台机器，它的噪音非常的低，办公室里几乎感受不到她的风扇的转动，由此看来，它的散热性能也非常的优异 跑分评测：跑分评测这个东西没有做过，毕竟这是办公电脑，不是游戏电脑，用它来做跑分评测，没有任何意义 售后服务：联想的售后是非常的不错的，跟他们的售后已经打交道，有十多年了，每次都是第一时间响应带备件上门，从不收取任何的费用，整个过程也非常的专业，就是因为信任他的售后服务，所以说才选择联想的品牌 其他特色：其他的时候射就是京东上面买这个东西，这次遇到了很大的问题，首先并不仅是疫情的影响，而是在疫情爆发之前，京东就拖了很久才给我发货，希望京东能够在以后的工作中改进这些问题，对库存的数量和发货的时间能够做到知行合一,2
没买十天就降价2百，还不能价保，说什么有赠品，瞎扯淡,0
记得最初了解小米耳机的时候大约是在13年，那个时候也出了小米3，号称没有设计就是最好的设计。目前一直在用小米耳机，觉得小米的东西物美价廉，又不缺质感，音质的话对于一般的使用没有任何压力，主要是价格便宜，后来又推介给朋友，他们都不相信这是二十多块钱的耳机，觉得至少得一百多。用了好几年了，都没坏。觉得太值了。大爱小米，大爱京东。,2
外形外观：外观不错！稍微厚了一点！ 屏幕音效：屏大分辩率效低，有颗粒感！亮度不错的阳光下清晰可见！ 拍照效果：4800万广角拍摄效果在千元机里应该算是很好的了！ 运行速度：运行速度可以！17**的kirin710A表现中规中矩！ 其他特色：手机保留内存卡插槽还是很不错的可扩展512g 6+128给老人家日常用足够了！希望使用稳定！,2
做工质感：凑合 音质音效：差，奇差！全是杂音 舒适度：凑合,0
机箱外观：外观设计不错，小巧大方，不占空间， 性能配置：但是性能差些，最明显的感觉就是下载东西和打开一些应用，速度很慢！,1
这么快就降价，真扯,0
速度有点慢而且会卡顿，问题是我都没有装多少程序，这个价格也只能凑合用吧,1
显示器有点矮，脖子酸，客服不太好。,1
做工质感：质量不错，耐用，用了有一段时间了，任意放都没有损坏，信得住。耳机线非常结实。任意折都没有问题。 舒适度：戴起来较为舒适，很舒服，不伤耳朵人，晚上手机戴着耳机听歌也非常好。而且入耳式方便，不易掉落，父母用起来很觉得非常棒。,2
大致挺好的，只是用了几天才发现壳子上有磕痕。,1
装10有点慢，不太满意。,1
外形外观：外观两个字形容，漂亮！高颜值！ 屏幕音效：屏幕绚丽多彩，分辨率清晰，音效很好，高音质！ 拍照效果：6400万像素可不是闹着玩的，拍照效果杠杠的！ 运行速度：高通骁龙730G处理器可以说是最强终端处理器，如丝般顺滑流畅，真的香！ 待机时间：4000毫安大电池，重度使用一整天无压力。 其他特色：最新技术闪充充电速度如闪电般，屏幕指纹解锁速度秒开，拿到手机的那一刻真是开心加激动，用起来非常顺手，拍照效果也很好，待机时间很长，处理器性能强大，总之是真香啊！非常满意！,2
win10系统比较不方便，感觉带不动，运行速度表较慢，还出现不能关机现象，办公室够用了，着急买，不想对比其他产品了,1
想入手这款耳机已经半年多了，这次刚好有活动，忍痛下手了，还是不错，到手900+，音质还是可以的，戴着也舒服，相比于入耳式，还是舒服，后期配上iPhone使用，效果更加，续航还是不错，每天上班下班使用，晚上回家带上打游戏听音乐，大概三天左右一充，续航不错的。3的话样式不喜欢，2很好，愉快的购物。,2
做工质感：质感杠杠的，而且做工很细致！！！！！！ 音质音效：很不错，音质逼真，而且不刺耳，音效也好，感觉很好的！！！！ 舒适度：戴上太舒服了，包裹性很强，耳包很大，很隔音！！！！ 其他特色：耳麦话筒音质也不错，我是做客服和直播用，总体感觉不错！！！,2
耳机还行吧，这个价位也就这样了,1
笔记本很轻便， 可以180度平摊在桌面上，开机速度也很快，带了正版的office，客服帮助我注册好了，回复速度很快。 摄像头隐藏在键盘里，很高大上的感觉。指纹开锁很安全便捷。 屏幕感觉很简洁，边缘很薄，很美观。 618活动买的，很实惠，感觉排气的声音有些大，但在接受范围之内。总之性价比很高的。,2
耳麦做工不错，外形很漂亮，音质清晰，满足一个中学生上网课的一切需求。快递很给力，第二天就到了，京东真的是明确的选择,2
买回来不到一个月，就有3次开不开机，,0
机箱有点小瑕疵，散热风扇太响，戴着耳机都能听到风扇的声音，,1
左耳麦充了一次电就再也充不上了，怎么充都是电量低，垃圾,0
屏幕边框白色设计还low，其他还行,1
才买二天降100还不能价格保护，京东**,0
漫步者这款耳机的音质很棒，与卖家描述一致，佩戴也很舒适，连接快速简便，打开拿出即能连上，做工也很精致，手感很细腻，续航能力很强，京东物流，发货速度快，当天下单当天就能到货，快递员服务态度好，这款耳机很值得拥有。,2
其他特色：总是断网,1
第一次买这么贵的耳机（穷） 音质我也不懂感觉挺好的，耳朵适合入耳式的 我喜欢听动次打次这类型的，低音很强劲 耳机的分线有点细生怕断了,2
机箱外观小巧美观，不占用太多地方，散热性好，静音性好，开机后比我以前用的一体机声音还少，配的显示屏窄边框，挺好的，非常看着舒服，电脑运行速度也挺好的，感觉很快，只有无线连接智能音箱，用了一个小米的，经常掉线，换另一个品牌的智能音箱后，暂时没发现掉线，不知原因，侍观察,2
五天不到一边就没声音了,0
迫不及待入手了，手感很好，连接很快，而且主动降噪确实是一大亮点。我以前用的是森海塞尔的真无线，相较之前的之所以选择这款是因为打电话确实很方便，以前的声音很小。对方总说听不清楚，用了这款pro测试过了。很棒。,2
发热 ，卡 运行速度：有点慢,0
运行速度：刚开始还挺快的，可是才下载了几个软件就变得好卡，真的卡 外形外观：很好看,1
外放严重,1
音质不是很好，有点沙哑的声音,1
没有骨声纹传感器，误导，有点过分了,0
玩英雄联盟时候经常死机,0
需要开机两次才能正常工作，这是什么神机？！,0
充电器不是快充我之前买的小米cc9比这快,0
没有光驱,0
给公司买的，做图用的，配置不错，性价比可以，公司办公电脑都是联想的，整齐划一，维修保养也方便。现在主机都做的这么迷你了，显示器也很漂亮，很不错的选择。,2
还行吧！送货超快,1
给家人买的，应该还可以吧！,1
外观小巧玲珑，操作简单方便，redmi 手机初次配对很快成功，ipad要稍缓一下。听了试音大碟，立体声效果很好。 音质音效：平民的价格，相当可以了。 做工质感：性价比很高，看起来很高大上。 舒适度：很适合佩戴，感觉舒适，运动中也很稳定。 续航能力：还没体会，之后追评,2
机箱外观：不错，带游戏感，机箱灯小孩子喜欢， 散热性能：实测中 跑分评测：实验中 其他特色：比想象中好 性能配置：目前很快不卡， 售后服务：随时解决问题,2
什么破主机今天丢英伟达驱动。昨天丢游戏文件,0
开不机，更换,0
物流速度杠杠滴，机子外观非常满意，速度也是非常快，总体性价比较高，办公用觉对够用了。,2
跑分评测：30多万 运行速度：开机快，但更新风声有点大 包装好简单，希望改进下。电脑不错，快递第二天就到了,1
不敢恭维，感觉买的最错误的手机。触控灵敏度差，解锁灵敏度差。还说游戏手机，玩个游戏网络都不流畅&hellip;&hellip;,0
我心仪已久的无线蓝牙耳机，价格不是很贵，性能也不是特别的好，但性能绝对配得起这个价格，小米手机配上这个小米的蓝牙耳机，真的是绝配，秦腔左耳机还能召唤出小爱同学真的特别方便，京东物流特别的快非常满意，非常喜欢,2
为什么我们米9用这耳机麦克风说话就都是电流声,0
根本带不稳,0
要退货了， 8000的电脑音响不能用。 客服工程师直接建议我退货了。,0
连钢化膜和手机套都没有,0
做工质感：一般 音效音质：一般 舒适度：可以,1
外观挺好，屏轴开合有咯吱声，物流很快，风扇声大,1
其他特色：还行吧就那样,1
乱七八糟，明明是灰色非得写黑色,0
运行速度：一天下来没我预期的好,1
做工质感：很好，很细腻 音质音效：环绕音效特别棒，吃鸡杠杠的 舒适度：很舒服，耳朵没有压迫感 其他特色：麦克风在旁边，很适合高清通话,2
运行速度：速度很好，开机就10秒钟不到，打开网页也是秒开 屏幕效果：屏幕显示效果非常棒，比以前的笔记本看的舒服太多了！ 散热性能：散热暂时没发现什么问题，运行两天不关机也不会很热！ 外形外观：外观颜色挺好看，就是可能不会太耐脏！尺寸也够大 轻薄程度：厚度还可以吧，挺薄的，不过我也少拿出去 其他特色：喜欢屏幕色彩非常舒服，有两个模式可以选择，运行速度也很快！开机速度非常快！还有指纹解锁速度也好快，就是颜色比较偏向男性一点，哈哈,2
外包装明显的有锐利的东西砸砸过怎么还发货呢,0
做工质感：不错的，质量很好。 音质音效：可以了，没想到20多元的效果这么好。 舒适度：不错，不疼，还有赠送不同大小耳塞。 续航能力：线控耳机 其他特色：音质还算不错，看销量就知道了。,2
线硬，有听诊器声,0
不错不错，期待已久终于到啦，显示屏画面清晰流畅，大小刚好，还送鼠标键盘音箱，玩游戏看电影网速都很快，不负期待，大力推荐，值得购买，赞一个。,2
独家使用的**卡居然还有不匹配的！,0
外形外观：漂亮。细节做的不错。 屏幕音效：很大，声音宏亮。 拍照效果：还可以吧。能满足一般需求。 运行速度：新机反应很快。没有什么卡顿。 待机时间：刚买了，用了几个小时。很耐用。 其他特色：手机重量很轻， 要是电池在大一点就好了。,2
屏幕音效：电话居然打不进来  消息没一点声音,0
懵逼刚买20天就降价亏大了,0
戴一会耳朵疼得受不了,0
产品收到了，打开一看耳机完好无损，京东自营物流速度很快，晚上下单第二天中午就到了，买给小孩子上网课用的，小孩很喜欢，用手机试了一下感觉声音质量还可以，毕竟一分钱一分货，跟网上描述的基本相同，如果有需要下次还会再来买。,2
一星都多，一分钱一分货，很垃圾，右耳经常无连接，声音断续，用过小米很多产品，这次严重翻车，大家擦亮眼睛吧r～这个耳机真的很垃圾(//&nabla;//),0
电脑外观比较满意，但是自带的win10家庭版到底是个什么鬼？软件软件不兼容，而且还是你用各种方法都解决不了。设备策略组打不开，自己想重装系统，uefi进去之后识别不了电脑硬盘，也装不成。打电话给戴尔技术，他们也搞不定，教我在bios里各种调，也行不通。打电话给售后服务站点，说重装系统要149元。最后只能提着电脑自己找人帮忙重装了个系统。cpu表现还可以，但是配个入门级730独显，真是不伦不类，只能说现在的商家真会做生意。,1
外形外观：外观漂亮，无任何k瑕疵，全新机，不怀疑。 屏幕音效：屏幕很清晰，音量效果很好，声音够大。 拍照效果：拍照试了一下，前后都清晰，完美 运行速度：新机运行正常，一点儿也不卡，非常完美，不知道用段时间会不会卡。 待机时间：待机时间，从早上用到晚上基本上够用。充电时间2小时。,2
外形外观：20：9，6.67全面屏握持感觉很好，3D四曲面玻璃机身细腻光滑，时光独白颜色很喜欢 屏幕音效：120HZ流速屏、加倍流畅，划动更平顺 拍照效果：前量2000万AI双摄，后置6400万四摄集超广角，微距，人像虚化，夜景2.0使我们小白也能拍出美照 运行速度：升级768处理器性能有所提升，手机运行更给力 待机时间：大电量应该够一天的使用 其他特色：NFC，红补遥控器，30w快冲,2
机箱特别小，可以放在桌面上，开机也很快，噪音不大，比我单位用的好太多了，，机箱前面有4个USB口，完全够用，颜值也很高，运行速度够快，一点不卡顿，物流也很给力，头一天下单第二天就送到了，以后在家也可以办公了！,2
普通用来上网还是可以的，看人评论说键盘不好用，还真的是呢，删除键按一下就起不来了，凹下去了，真的是送的不能有太高的期待,1
音质还行，没有低音，,1
电脑一发过来就有连键的问题。,0
做工质感：通透的钢琴烤漆，黑的透亮，非常好看 音质音效：讲真的，相比其他耳机，低音效果要更好一些，尤其是双耳佩戴，音效杠杠的！在音效处理上，漫步者是非常牛掰的一个品牌！ 舒适度：半入耳式，佩戴舒适，长时间佩戴也不会感觉到耳朵痛；佩戴牢固，跑步也不会掉下来 续航能力：具体时间没有计算过，一天大概一个多小时，配合电池仓，一个星期是没有问题的 其他特色：包装简洁大方，降噪效果也不错。 接听电话等功能是需要敲击的，不是触摸哦，前两天可能不会很适应，感觉不灵敏，用过一段时间后感觉还不错。 买东西，还是要选择大品牌的！！,2
